ID,Date,Open,High,Low,Close,Adj Close,Volume
48,2019-06-10,11934.90039,11975.04981,11871.75,11922.7002,11922.7002,303300
49,2019-06-11,11959.84961,12000.34961,11904.34961,11965.59961,11965.59961,332200
50,2019-06-12,11962.4502,11962.4502,11866.34961,11906.2002,11906.2002,283700
51,2019-06-13,11873.90039,11931.34961,11817.04981,11914.04981,11914.04981,447900
52,2019-06-14,11910.09961,11911.84961,11797.7002,11823.29981,11823.29981,390300
53,2019-06-17,11844,11844.04981,11657.75,11672.15039,11672.15039,295500
54,2019-06-18,11677.04981,11727.2002,11641.15039,11691.5,11691.5,365500
55,2019-06-19,11744.4502,11802.5,11625.09961,11691.4502,11691.4502,446900
56,2019-06-20,11653.65039,11843.5,11635.04981,11831.75,11831.75,442000
57,2019-06-21,11827.59961,11827.9502,11705.09961,11724.09961,11724.09961,468400
58,2019-06-24,11725.79981,11754,11670.2002,11699.65039,11699.65039,277600
59,2019-06-25,11681,11814.40039,11651,11796.4502,11796.4502,300500
60,2019-06-26,11768.15039,11871.84961,11757.54981,11847.54981,11847.54981,327900
61,2019-06-27,11860.84961,11911.15039,11821.04981,11841.54981,11841.54981,480200
62,2019-06-28,11861.15039,11871.7002,11775.5,11788.84961,11788.84961,303900
63,2019-07-01,11839.90039,11884.65039,11830.79981,11865.59961,11865.59961,278400
64,2019-07-02,11890.29981,11917.4502,11814.7002,11910.29981,11910.29981,363200
65,2019-07-03,11932.15039,11945.2002,11887.04981,11916.75,11916.75,340500
66,2019-07-04,11928.79981,11969.25,11923.65039,11946.75,11946.75,333600
67,2019-07-05,11964.75,11981.75,11797.90039,11811.15039,11811.15039,530700
68,2019-07-08,11770.40039,11771.90039,11523.29981,11558.59961,11558.59961,464000
69,2019-07-09,11531.59961,11582.54981,11461,11555.90039,11555.90039,442500
70,2019-07-10,11536.15039,11593.7002,11475.65039,11498.90039,11498.90039,337600
71,2019-07-11,11561.4502,11599,11519.5,11582.90039,11582.90039,317300
72,2019-07-12,11601.15039,11639.54981,11538.59961,11552.5,11552.5,359400
73,2019-07-15,11614.75,11618.40039,11532.29981,11588.34961,11588.34961,368800
74,2019-07-16,11596.65039,11670.04981,11573.9502,11662.59961,11662.59961,480200
75,2019-07-17,11670.75,11706.65039,11651.15039,11687.5,11687.5,464800
76,2019-07-18,11675.59961,11677.15039,11582.40039,11596.90039,11596.90039,498300
77,2019-07-19,11627.9502,11640.34961,11399.29981,11419.25,11419.25,446000
78,2019-07-22,11392.84961,11398.15039,11301.25,11346.2002,11346.2002,516000
79,2019-07-23,11372.25,11398.09961,11303.15039,11331.04981,11331.04981,500
80,2019-07-24,11322.4502,11359.25,11230.2002,11271.29981,11271.29981,400800
81,2019-07-25,11290.40039,11361.40039,11239.34961,11252.15039,11252.15039,537100
82,2019-07-26,11247.4502,11307.34961,11210.59961,11284.29981,11284.29981,507000
83,2019-07-29,11307.5,11307.5,11152.75,11189.2002,11189.2002,468400
84,2019-07-30,11213.7002,11267.09961,11072.9502,11085.40039,11085.40039,464700
85,2019-07-31,11034.04981,11144.15039,10999.65039,11118,11118,520600
86,2019-08-01,11060.2002,11076.75,10881,10980,10980,484900
87,2019-08-02,10930.29981,11079.79981,10849.54981,10997.34961,10997.34961,531000
88,2019-08-05,10895.79981,10895.79981,10782.59961,10862.59961,10862.59961,491400
89,2019-08-06,10815.40039,11018,10815.40039,10948.25,10948.25,502400
90,2019-08-07,10958.09961,10975.65039,10835.90039,10855.5,10855.5,532000
91,2019-08-08,10899.2002,11057.65039,10843.25,11032.4502,11032.4502,468000
92,2019-08-09,11087.90039,11181.29981,11063.15039,11109.65039,11109.65039,522000
93,2019-08-13,11139.40039,11145.90039,10901.59961,10925.84961,10925.84961,600
94,2019-08-14,11003.25,11077.34961,10935.84961,11029.40039,11029.40039,500
95,2019-08-16,11043.65039,11068.54981,10924.29981,11047.79981,11047.79981,500
96,2019-08-19,11094.79981,11146.90039,11037.84961,11053.90039,11053.90039,400
97,2019-08-20,11047.65039,11049.84961,10986.7002,11017,11017,400
98,2019-08-21,11018.15039,11034.2002,10906.65039,10918.7002,10918.7002,600
99,2019-08-22,10905.29981,10908.25,10718.29981,10741.34961,10741.34961,700
100,2019-08-23,10699.59961,10862.54981,10637.15039,10829.34961,10829.34961,700
101,2019-08-26,11000.29981,11070.29981,10756.54981,11057.84961,11057.84961,700
102,2019-08-27,11106.54981,11141.75,11049.5,11105.34961,11105.34961,700
103,2019-08-28,11101.29981,11129.65039,10987.65039,11046.09961,11046.09961,500
104,2019-08-29,10996.04981,11021.09961,10922.40039,10948.29981,10948.29981,600
105,2019-08-30,10987.79981,11042.59961,10874.79981,11023.25,11023.25,600
106,2019-09-03,10960.9502,10967.5,10772.7002,10797.90039,10797.90039,0
107,2019-09-04,10790.40039,10858.75,10746.34961,10844.65039,10844.65039,500
108,2019-09-05,10860.9502,10920.09961,10816,10847.90039,10847.90039,600
109,2019-09-06,10883.79981,10957.04981,10867.4502,10946.2002,10946.2002,500
110,2019-09-09,10936.7002,11028.84961,10889.79981,11003.04981,11003.04981,400
111,2019-09-11,11028.5,11054.79981,11011.65039,11035.7002,11035.7002,700
112,2019-09-12,11058.29981,11081.75,10964.9502,10982.79981,10982.79981,600
113,2019-09-13,10986.79981,11084.4502,10945.75,11075.90039,11075.90039,600
114,2019-09-16,10994.84961,11052.7002,10968.2002,11003.5,11003.5,400
115,2019-09-17,11000.09961,11000.09961,10796.5,10817.59961,10817.59961,500
116,2019-09-18,10872.79981,10885.15039,10804.84961,10840.65039,10840.65039,500
117,2019-09-19,10845.2002,10845.2002,10670.25,10704.79981,10704.79981,600
118,2019-09-20,10746.79981,11381.90039,10691,11274.2002,11274.2002,1400
119,2019-09-23,11542.7002,11694.84961,11471.34961,11600.2002,11600.2002,900
120,2019-09-24,11590.7002,11655.04981,11539.2002,11588.2002,11588.2002,700
121,2019-09-25,11564.84961,11564.9502,11416.09961,11440.2002,11440.2002,600
122,2019-09-26,11469.84961,11610.84961,11466.34961,11571.2002,11571.2002,800
123,2019-09-27,11556.34961,11593.59961,11499.75,11512.40039,11512.40039,700
124,2019-09-30,11491.15039,11508.25,11390.79981,11474.4502,11474.4502,756800
125,2019-10-01,11515.40039,11554.2002,11247.90039,11359.90039,11359.90039,1305400
126,2019-10-03,11322.25,11370.40039,11257.34961,11314,11314,1017500
127,2019-10-04,11388.4502,11400.29981,11158.34961,11174.75,11174.75,928500
128,2019-10-07,11196.2002,11233.84961,11112.65039,11126.40039,11126.40039,733200
129,2019-10-09,11152.9502,11321.59961,11090.15039,11313.29981,11313.29981,741100
130,2019-10-10,11280.5,11293.34961,11208.54981,11234.54981,11234.54981,562000
131,2019-10-11,11257.7002,11362.90039,11189.40039,11305.04981,11305.04981,737800
132,2019-10-14,11335.90039,11420.4502,11290.04981,11341.15039,11341.15039,587600
133,2019-10-15,11360.84961,11462.34961,11342.09961,11428.29981,11428.29981,527400
134,2019-10-16,11464.9502,11481.04981,11411.09961,11464,11464,533500
135,2019-10-17,11466.29981,11599.09961,11439.65039,11586.34961,11586.34961,797600
136,2019-10-18,11580.29981,11684.7002,11553.15039,11661.84961,11661.84961,853400
137,2019-10-22,11657.15039,11714.34961,11573.65039,11588.34961,11588.34961,867600
138,2019-10-23,11596.2002,11651.59961,11554.40039,11604.09961,11604.09961,664200
139,2019-10-24,11661.65039,11679.59961,11534.65039,11582.59961,11582.59961,700500
140,2019-10-25,11646.15039,11646.90039,11490.75,11583.90039,11583.90039,812000
141,2019-10-27,null,null,null,null,null,null
142,2019-10-29,11643.9502,11809.40039,11627.34961,11786.84961,11786.84961,951700
143,2019-10-30,11883.90039,11883.9502,11784.4502,11844.09961,11844.09961,725200
144,2019-10-31,11890.4502,11945,11855.09961,11877.4502,11877.4502,1414800
145,2019-11-01,11886.59961,11918.29981,11843.34961,11890.59961,11890.59961,855300
146,2019-11-04,11928.90039,11989.15039,11905.34961,11941.29981,11941.29981,823100
147,2019-11-05,11974.59961,11978.9502,11861.90039,11917.2002,11917.2002,632000
148,2019-11-06,11911.5,12002.90039,11850.25,11966.04981,11966.04981,603400
149,2019-11-07,12021.09961,12021.40039,11946.84961,12012.04981,12012.04981,563000
150,2019-11-08,11987.15039,12034.15039,11888.75,11908.15039,11908.15039,789300
151,2019-11-11,11879.2002,11932.65039,11853.9502,11913.4502,11913.4502,549000
152,2019-11-13,11908.29981,11946.79981,11823.2002,11840.4502,11840.4502,659000
153,2019-11-14,11858.75,11895.65039,11802.65039,11872.09961,11872.09961,559500
154,2019-11-15,11904.2002,11973.65039,11879.25,11895.4502,11895.4502,580200
155,2019-11-18,11915.15039,11946.2002,11867.59961,11884.5,11884.5,514400
156,2019-11-19,11919.4502,11958.84961,11881.75,11940.09961,11940.09961,613900
157,2019-11-20,12004.75,12038.59961,11966.04981,11999.09961,11999.09961,646700
158,2019-11-21,12025.65039,12028.2002,11956.90039,11968.40039,11968.40039,557700
159,2019-11-22,11967.29981,11968.09961,11883.5,11914.40039,11914.40039,486800
160,2019-11-25,11922.4502,12084.5,11919.75,12073.75,12073.75,534300
161,2019-11-26,12110.2002,12132.4502,12006.34961,12037.7002,12037.7002,1201300
162,2019-11-27,12068.5,12114.90039,12055.15039,12100.7002,12100.7002,584200
163,2019-11-28,12132.09961,12158.79981,12099.9502,12151.15039,12151.15039,620500
164,2019-11-29,12146.2002,12147.40039,12017.40039,12056.04981,12056.04981,804400
165,2019-12-02,12137.04981,12137.15039,12023.7002,12048.2002,12048.2002,720900
166,2019-12-03,12067.65039,12068.59961,11956.40039,11994.2002,11994.2002,605800
167,2019-12-04,11969.9502,12054.7002,11935.29981,12043.2002,12043.2002,747200
168,2019-12-05,12071.25,12081.2002,11998.75,12018.40039,12018.40039,562200
169,2019-12-06,12047.34961,12057.04981,11888.84961,11921.5,11921.5,609200
170,2019-12-09,11939.09961,11981.9502,11888.04981,11937.5,11937.5,599100
171,2019-12-10,11950.5,11953.2002,11844.7002,11856.79981,11856.79981,650200
172,2019-12-11,11867.34961,11923.2002,11832.29981,11910.15039,11910.15039,997700
173,2019-12-12,11944.29981,12005.5,11934,11971.79981,11971.79981,752600
174,2019-12-13,12026.40039,12098.84961,12023.59961,12086.7002,12086.7002,597700
175,2019-12-16,12131.34961,12134.65039,12046.29981,12053.9502,12053.9502,437700
176,2019-12-17,12082.4502,12182.75,12070.34961,12165,12165,499600
177,2019-12-18,12197,12237.7002,12163.4502,12221.65039,12221.65039,518900
178,2019-12-19,12223.40039,12268.34961,12191.15039,12259.7002,12259.7002,623100
179,2019-12-20,12266.4502,12293.90039,12252.75,12271.79981,12271.79981,810700
180,2019-12-23,12235.4502,12287.15039,12213.25,12262.75,12262.75,604800
181,2019-12-24,12269.25,12283.7002,12202.09961,12214.54981,12214.54981,470300
182,2019-12-26,12211.84961,12221.54981,12118.84961,12126.54981,12126.54981,520300
183,2019-12-27,12172.90039,12258.4502,12157.90039,12245.79981,12245.79981,383800
184,2019-12-30,12274.90039,12286.4502,12213.79981,12255.84961,12255.84961,411100
185,2019-12-31,12247.09961,12247.09961,12151.79981,12168.4502,12168.4502,426900
186,2020-01-01,12202.15039,12222.2002,12165.29981,12182.5,12182.5,304100
187,2020-01-02,12198.54981,12289.90039,12195.25,12282.2002,12282.2002,407700
188,2020-01-03,12261.09961,12265.59961,12191.34961,12226.65039,12226.65039,428800
189,2020-01-06,12170.59961,12179.09961,11974.2002,11993.04981,11993.04981,396500
190,2020-01-07,12079.09961,12152.15039,12005.34961,12052.9502,12052.9502,447800
191,2020-01-08,11939.09961,12044.9502,11929.59961,12025.34961,12025.34961,446000
192,2020-01-09,12153.15039,12224.04981,12132.54981,12215.90039,12215.90039,477500
193,2020-01-10,12271,12311.2002,12213.2002,12256.79981,12256.79981,660600
194,2020-01-13,12296.7002,12337.75,12285.79981,12329.54981,12329.54981,501000
195,2020-01-14,12333.09961,12374.25,12308.7002,12362.29981,12362.29981,616300
196,2020-01-15,12349.40039,12355.15039,12278.75,12343.29981,12343.29981,684400
197,2020-01-16,12347.09961,12389.04981,12315.79981,12355.5,12355.5,395700
198,2020-01-17,12328.40039,12385.4502,12321.40039,12352.34961,12352.34961,502100
199,2020-01-20,12430.5,12430.5,12216.90039,12224.54981,12224.54981,491600
200,2020-01-21,12195.29981,12230.04981,12162.29981,12169.84961,12169.84961,444000
201,2020-01-22,12218.34961,12225.04981,12087.90039,12106.90039,12106.90039,500
202,2020-01-23,12123.75,12189,12094.09961,12180.34961,12180.34961,867700
203,2020-01-24,12174.54981,12272.15039,12149.65039,12248.25,12248.25,593200
204,2020-01-27,12197.09961,12216.59961,12107,12119,12119,441200
205,2020-01-28,12148.09961,12163.54981,12024.5,12055.79981,12055.79981,478500
206,2020-01-29,12114.90039,12169.59961,12103.79981,12129.5,12129.5,514400
207,2020-01-30,12147.75,12150.29981,12010.59961,12035.79981,12035.79981,538100
208,2020-01-31,12100.40039,12103.54981,11945.84961,11962.09961,11962.09961,771300
209,2020-02-03,11627.4502,11749.84961,11614.5,11707.90039,11707.90039,669800
210,2020-02-04,11786.25,11986.15039,11783.40039,11979.65039,11979.65039,560400
211,2020-02-05,12005.84961,12098.15039,11953.34961,12089.15039,12089.15039,758000
212,2020-02-06,12120,12160.59961,12084.65039,12137.9502,12137.9502,565100
213,2020-02-07,12151.15039,12154.7002,12073.9502,12098.34961,12098.34961,473500
214,2020-02-10,12102.34961,12103.54981,11990.75,12031.5,12031.5,524700
215,2020-02-11,12108.40039,12172.29981,12099,12107.90039,12107.90039,480000
216,2020-02-12,12151,12231.75,12144.29981,12201.2002,12201.2002,411700
217,2020-02-13,12219.54981,12225.65039,12139.79981,12174.65039,12174.65039,501200
218,2020-02-14,12190.15039,12246.7002,12091.2002,12113.4502,12113.4502,622800
219,2020-02-17,12131.79981,12159.59961,12037,12045.79981,12045.79981,0
220,2020-02-18,12028.25,12030.75,11908.04981,11992.5,11992.5,676900
221,2020-02-19,12090.59961,12134.7002,12042.09961,12125.90039,12125.90039,513600
222,2020-02-20,12119,12152,12071.4502,12080.84961,12080.84961,502600
223,2020-02-24,12012.54981,12012.54981,11813.40039,11829.40039,11829.40039,490800
224,2020-02-25,11877.5,11883.04981,11779.90039,11797.90039,11797.90039,461000
225,2020-02-26,11738.54981,11783.25,11639.59961,11678.5,11678.5,567600
226,2020-02-27,11661.25,11663.84961,11536.7002,11633.29981,11633.29981,608600
227,2020-02-28,11382,11384.79981,11175.04981,11201.75,11201.75,809900
228,2020-03-02,11387.34961,11433,11036.25,11132.75,11132.75,680800
229,2020-03-03,11217.54981,11342.25,11152.54981,11303.29981,11303.29981,696500
230,2020-03-04,11351.34961,11356.59961,11082.15039,11251,11251,797700
231,2020-03-05,11306.04981,11389.5,11244.59961,11269,11269,1352500
232,2020-03-06,10942.65039,11035.09961,10827.40039,10989.4502,10989.4502,1811000
233,2020-03-09,10742.04981,10751.54981,10294.4502,10451.4502,10451.4502,1565500
234,2020-03-11,10334.29981,10545.09961,10334,10458.40039,10458.40039,1218500
235,2020-03-12,10039.9502,10040.75,9508,9590.150391,9590.150391,1343500
236,2020-03-13,9107.599609,10159.40039,8555.150391,9955.200195,9955.200195,1388000
237,2020-03-16,9587.799805,9602.200195,9165.099609,9197.400391,9197.400391,897700
238,2020-03-17,9285.400391,9403.799805,8915.599609,8967.049805,8967.049805,935600
239,2020-03-18,9088.450195,9127.549805,8407.049805,8468.799805,8468.799805,1516600
240,2020-03-19,8063.299805,8575.450195,7832.549805,8263.450195,8263.450195,925700
241,2020-03-20,8284.450195,8883,8178.200195,8745.450195,8745.450195,1071500
242,2020-03-23,7945.700195,8159.25,7583.600098,7610.25,7610.25,653500
243,2020-03-24,7848.299805,8036.950195,7511.100098,7801.049805,7801.049805,738400
244,2020-03-25,7735.149902,8376.75,7714.75,8317.849609,8317.849609,736900
245,2020-03-26,8451,8749.049805,8304.900391,8641.450195,8641.450195,865600
246,2020-03-27,8949.099609,9038.900391,8522.900391,8660.25,8660.25,0
